#doc source pos typeindex type topic
#alpha : 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 5.0 
#beta : 0.01
10 sample-data/web/de/ulrich.txt 41 780 editionsprojekten 2
10 sample-data/web/de/ulrich.txt 42 472 seiner 1
10 sample-data/web/de/ulrich.txt 43 781 erneuerung 1
10 sample-data/web/de/ulrich.txt 44 2 der 5
10 sample-data/web/de/ulrich.txt 45 782 textkritik 1
10 sample-data/web/de/ulrich.txt 46 9 und 5
10 sample-data/web/de/ulrich.txt 47 783 textinterpretation 1
10 sample-data/web/de/ulrich.txt 48 472 seiner 1
10 sample-data/web/de/ulrich.txt 49 784 einflussnahme 1
10 sample-data/web/de/ulrich.txt 50 307 auf 1
10 sample-data/web/de/ulrich.txt 51 20 die 6
10 sample-data/web/de/ulrich.txt 52 785 preu 1
10 sample-data/web/de/ulrich.txt 53 786 ische 5
10 sample-data/web/de/ulrich.txt 54 787 berufungspolitik 7
10 sample-data/web/de/ulrich.txt 55 9 und 5
10 sample-data/web/de/ulrich.txt 56 472 seiner 1
10 sample-data/web/de/ulrich.txt 57 788 tigkeit 3
10 sample-data/web/de/ulrich.txt 58 62 als 6
10 sample-data/web/de/ulrich.txt 59 789 wissenschaftsorganisator 0
10 sample-data/web/de/ulrich.txt 60 1 war 1
10 sample-data/web/de/ulrich.txt 61 204 er 1
10 sample-data/web/de/ulrich.txt 62 274 einer 1
10 sample-data/web/de/ulrich.txt 63 2 der 5
10 sample-data/web/de/ulrich.txt 64 692 hrenden 2
10 sample-data/web/de/ulrich.txt 65 790 vertreter 1
10 sample-data/web/de/ulrich.txt 66 791 seines 9
10 sample-data/web/de/ulrich.txt 67 792 faches 1
10 sample-data/web/de/ulrich.txt 68 9 und 5
10 sample-data/web/de/ulrich.txt 69 793 pr 5
10 sample-data/web/de/ulrich.txt 70 794 gte 9
10 sample-data/web/de/ulrich.txt 71 20 die 6
10 sample-data/web/de/ulrich.txt 72 795 klassische 3
10 sample-data/web/de/ulrich.txt 73 796 philologie 1
10 sample-data/web/de/ulrich.txt 74 6 des 6
10 sample-data/web/de/ulrich.txt 75 335 jahrhunderts 6
10 sample-data/web/de/ulrich.txt 76 78 im 1
10 sample-data/web/de/ulrich.txt 77 797 internationalen 1
10 sample-data/web/de/ulrich.txt 78 798 raum 0
10 sample-data/web/de/ulrich.txt 79 799 nachhaltig 1
10 sample-data/web/de/ulrich.txt 80 269 durch 5
10 sample-data/web/de/ulrich.txt 81 432 seine 1
10 sample-data/web/de/ulrich.txt 82 800 monografien 1
10 sample-data/web/de/ulrich.txt 83 15 zu 6
10 sample-data/web/de/ulrich.txt 84 801 vielen 6
10 sample-data/web/de/ulrich.txt 85 802 bereichen 5
10 sample-data/web/de/ulrich.txt 86 2 der 5
10 sample-data/web/de/ulrich.txt 87 803 griechischen 6
10 sample-data/web/de/ulrich.txt 88 713 literatur 1
10 sample-data/web/de/ulrich.txt 89 432 seine 1
10 sample-data/web/de/ulrich.txt 90 804 neudefinition 1
10 sample-data/web/de/ulrich.txt 91 6 des 6
10 sample-data/web/de/ulrich.txt 92 792 faches 1
10 sample-data/web/de/ulrich.txt 93 9 und 5
10 sample-data/web/de/ulrich.txt 94 112 nicht 9
10 sample-data/web/de/ulrich.txt 95 805 zuletzt 1
10 sample-data/web/de/ulrich.txt 96 269 durch 5
10 sample-data/web/de/ulrich.txt 97 432 seine 1
10 sample-data/web/de/ulrich.txt 98 806 zahlreichen 6
10 sample-data/web/de/ulrich.txt 99 60 sch 0
10 sample-data/web/de/ulrich.txt 100 807 ler 7
10 sample-data/web/de/ulrich.txt 101 808 bte 8
10 sample-data/web/de/ulrich.txt 102 204 er 1
10 sample-data/web/de/ulrich.txt 103 50 gro 5
10 sample-data/web/de/ulrich.txt 104 208 en 5
10 sample-data/web/de/ulrich.txt 105 809 einfluss 3
10 sample-data/web/de/ulrich.txt 106 307 auf 1
10 sample-data/web/de/ulrich.txt 107 20 die 6
10 sample-data/web/de/ulrich.txt 108 795 klassische 3
10 sample-data/web/de/ulrich.txt 109 796 philologie 1
10 sample-data/web/de/ulrich.txt 110 55 aus 5
10 sample-data/web/de/ulrich.txt 111 62 als 6
10 sample-data/web/de/ulrich.txt 112 793 pr 5
10 sample-data/web/de/ulrich.txt 113 640 sident 1
10 sample-data/web/de/ulrich.txt 114 2 der 5
10 sample-data/web/de/ulrich.txt 115 785 preu 9
10 sample-data/web/de/ulrich.txt 116 810 ischen 1
10 sample-data/web/de/ulrich.txt 117 811 akademie 9
10 sample-data/web/de/ulrich.txt 118 2 der 5
10 sample-data/web/de/ulrich.txt 119 812 wissenschaften 0
10 sample-data/web/de/ulrich.txt 120 813 brachte 8
10 sample-data/web/de/ulrich.txt 121 204 er 1
10 sample-data/web/de/ulrich.txt 122 540 viele 1
10 sample-data/web/de/ulrich.txt 123 814 akademievorhaben 6
10 sample-data/web/de/ulrich.txt 124 307 auf 1
10 sample-data/web/de/ulrich.txt 125 173 den 6
10 sample-data/web/de/ulrich.txt 126 815 weg 1
10 sample-data/web/de/ulrich.txt 127 816 besonders 5
10 sample-data/web/de/ulrich.txt 128 20 die 6
10 sample-data/web/de/ulrich.txt 129 817 inscriptiones 3
10 sample-data/web/de/ulrich.txt 130 818 graecae 8
10 sample-data/web/de/ulrich.txt 131 20 die 6
10 sample-data/web/de/ulrich.txt 132 207 bis 6
10 sample-data/web/de/ulrich.txt 133 251 heute 5
10 sample-data/web/de/ulrich.txt 134 743 alle 6
10 sample-data/web/de/ulrich.txt 135 819 griechenland 8
10 sample-data/web/de/ulrich.txt 136 820 entdeckten 6
10 sample-data/web/de/ulrich.txt 137 821 inschriften 8
10 sample-data/web/de/ulrich.txt 138 822 verzeichnen 1
10 sample-data/web/de/ulrich.txt 139 9 und 5
10 sample-data/web/de/ulrich.txt 140 823 herausgeben 5
11 sample-data/web/de/wildenstein.txt 0 20 die 6
11 sample-data/web/de/wildenstein.txt 1 824 burg 5
11 sample-data/web/de/wildenstein.txt 2 825 wildenstein 9
11 sample-data/web/de/wildenstein.txt 3 237 liegt 5
11 sample-data/web/de/wildenstein.txt 4 134 ber 9
11 sample-data/web/de/wildenstein.txt 5 56 dem 9
11 sample-data/web/de/wildenstein.txt 6 826 donaudurchbruch 6
11 sample-data/web/de/wildenstein.txt 7 269 durch 5
11 sample-data/web/de/wildenstein.txt 8 20 die 6
11 sample-data/web/de/wildenstein.txt 9 394 schw 1
11 sample-data/web/de/wildenstein.txt 10 827 bische 0
11 sample-data/web/de/wildenstein.txt 11 828 alb 4
11 sample-data/web/de/wildenstein.txt 12 104 sie 9
11 sample-data/web/de/wildenstein.txt 13 114 geh 9
11 sample-data/web/de/wildenstein.txt 14 115 rt 9
11 sample-data/web/de/wildenstein.txt 15 73 zur 9
11 sample-data/web/de/wildenstein.txt 16 829 gemeinde 2
11 sample-data/web/de/wildenstein.txt 17 830 leibertingen 7
11 sample-data/web/de/wildenstein.txt 18 78 im 1
11 sample-data/web/de/wildenstein.txt 19 831 landkreis 9
11 sample-data/web/de/wildenstein.txt 20 832 sigmaringen 9
11 sample-data/web/de/wildenstein.txt 21 728 ihre 0
11 sample-data/web/de/wildenstein.txt 22 833 heutige 5
11 sample-data/web/de/wildenstein.txt 23 834 form 0
11 sample-data/web/de/wildenstein.txt 24 835 insbesondere 1
11 sample-data/web/de/wildenstein.txt 25 20 die 6
11 sample-data/web/de/wildenstein.txt 26 2 der 5
11 sample-data/web/de/wildenstein.txt 27 836 au 1
11 sample-data/web/de/wildenstein.txt 28 837 enanlage 9
11 sample-data/web/de/wildenstein.txt 29 838 stellt 4
11 sample-data/web/de/wildenstein.txt 30 742 fast 5
11 sample-data/web/de/wildenstein.txt 31 839 unver 1
11 sample-data/web/de/wildenstein.txt 32 840 ndert 6
11 sample-data/web/de/wildenstein.txt 33 173 den 5
11 sample-data/web/de/wildenstein.txt 34 841 zustand 9
11 sample-data/web/de/wildenstein.txt 35 277 zwischen 1
11 sample-data/web/de/wildenstein.txt 36 9 und 5
11 sample-data/web/de/wildenstein.txt 37 734 dar 2
11 sample-data/web/de/wildenstein.txt 38 62 als 6
11 sample-data/web/de/wildenstein.txt 39 104 sie 9
11 sample-data/web/de/wildenstein.txt 40 303 unter 5
11 sample-data/web/de/wildenstein.txt 41 842 gottfried 7
11 sample-data/web/de/wildenstein.txt 42 843 werner 5
11 sample-data/web/de/wildenstein.txt 43 205 von 1
11 sample-data/web/de/wildenstein.txt 44 844 zimmern 6
11 sample-data/web/de/wildenstein.txt 45 15 zu 6
11 sample-data/web/de/wildenstein.txt 46 274 einer 1
11 sample-data/web/de/wildenstein.txt 47 69 fr 3
11 sample-data/web/de/wildenstein.txt 48 845 hneuzeitlichen 1
11 sample-data/web/de/wildenstein.txt 49 846 festung 8
11 sample-data/web/de/wildenstein.txt 50 847 umgebaut 5
11 sample-data/web/de/wildenstein.txt 51 119 wurde 5
11 sample-data/web/de/wildenstein.txt 52 704 sowohl 1
11 sample-data/web/de/wildenstein.txt 53 848 hauptburg 0
11 sample-data/web/de/wildenstein.txt 54 62 als 6
11 sample-data/web/de/wildenstein.txt 55 157 auch 9
11 sample-data/web/de/wildenstein.txt 56 849 vorburg 1
11 sample-data/web/de/wildenstein.txt 57 850 stehen 5
11 sample-data/web/de/wildenstein.txt 58 307 auf 1
11 sample-data/web/de/wildenstein.txt 59 851 nstlich 4
11 sample-data/web/de/wildenstein.txt 60 852 abgeschrofften 5
11 sample-data/web/de/wildenstein.txt 61 853 felsen 7
11 sample-data/web/de/wildenstein.txt 62 9 und 5
11 sample-data/web/de/wildenstein.txt 63 516 sind 1
11 sample-data/web/de/wildenstein.txt 64 854 nur 9
11 sample-data/web/de/wildenstein.txt 65 134 ber 9
11 sample-data/web/de/wildenstein.txt 66 855 br 6
11 sample-data/web/de/wildenstein.txt 67 856 cken 9
11 sample-data/web/de/wildenstein.txt 68 857 zug 8
11 sample-data/web/de/wildenstein.txt 69 858 nglich 1
11 sample-data/web/de/wildenstein.txt 70 2 der 5
11 sample-data/web/de/wildenstein.txt 71 134 ber 9
11 sample-data/web/de/wildenstein.txt 72 20 die 6
11 sample-data/web/de/wildenstein.txt 73 859 gesamte 9
11 sample-data/web/de/wildenstein.txt 74 860 breite 5
11 sample-data/web/de/wildenstein.txt 75 2 der 5
11 sample-data/web/de/wildenstein.txt 76 824 burg 5
11 sample-data/web/de/wildenstein.txt 77 861 reichende 9
11 sample-data/web/de/wildenstein.txt 78 862 halsgraben 7
11 sample-data/web/de/wildenstein.txt 79 32 mit 5
11 sample-data/web/de/wildenstein.txt 80 274 einer 1
11 sample-data/web/de/wildenstein.txt 81 860 breite 9
11 sample-data/web/de/wildenstein.txt 82 205 von 1
11 sample-data/web/de/wildenstein.txt 83 863 metern 9
11 sample-data/web/de/wildenstein.txt 84 9 und 5
11 sample-data/web/de/wildenstein.txt 85 864 urspr 2
11 sample-data/web/de/wildenstein.txt 86 865 nglichen 8
11 sample-data/web/de/wildenstein.txt 87 866 tiefe 6
11 sample-data/web/de/wildenstein.txt 88 205 von 1
11 sample-data/web/de/wildenstein.txt 89 867 ebenfalls 5
11 sample-data/web/de/wildenstein.txt 90 863 metern 9
11 sample-data/web/de/wildenstein.txt 91 233 hat 8
11 sample-data/web/de/wildenstein.txt 92 325 wie 4
11 sample-data/web/de/wildenstein.txt 93 2 der 5
11 sample-data/web/de/wildenstein.txt 94 134 ber 9
11 sample-data/web/de/wildenstein.txt 95 868 hmte 8
11 sample-data/web/de/wildenstein.txt 96 869 stich 7
11 sample-data/web/de/wildenstein.txt 97 870 matth 8
11 sample-data/web/de/wildenstein.txt 98 871 merians 8
11 sample-data/web/de/wildenstein.txt 99 872 zeigt 9
11 sample-data/web/de/wildenstein.txt 100 747 bereits 6
11 sample-data/web/de/wildenstein.txt 101 2 der 5
11 sample-data/web/de/wildenstein.txt 102 873 vergangenheit 9
11 sample-data/web/de/wildenstein.txt 103 874 besucher 5
11 sample-data/web/de/wildenstein.txt 104 2 der 5
11 sample-data/web/de/wildenstein.txt 105 824 burg 5
11 sample-data/web/de/wildenstein.txt 106 194 sehr 6
11 sample-data/web/de/wildenstein.txt 107 875 beeindruckt 4
11 sample-data/web/de/wildenstein.txt 108 78 im 1
11 sample-data/web/de/wildenstein.txt 109 876 innern 5
11 sample-data/web/de/wildenstein.txt 110 877 besitzt 9
11 sample-data/web/de/wildenstein.txt 111 20 die 6
11 sample-data/web/de/wildenstein.txt 112 824 burg 5
11 sample-data/web/de/wildenstein.txt 113 50 gro 5
11 sample-data/web/de/wildenstein.txt 114 878 fl 6
11 sample-data/web/de/wildenstein.txt 115 879 chige 2
11 sample-data/web/de/wildenstein.txt 116 880 renaissance 8
11 sample-data/web/de/wildenstein.txt 117 881 wandmalereien 4
11 sample-data/web/de/wildenstein.txt 118 205 von 1
11 sample-data/web/de/wildenstein.txt 119 882 circa 0
11 sample-data/web/de/wildenstein.txt 120 207 bis 6
11 sample-data/web/de/wildenstein.txt 121 32 mit 5
11 sample-data/web/de/wildenstein.txt 122 883 blumenranken 5
11 sample-data/web/de/wildenstein.txt 123 9 und 5
11 sample-data/web/de/wildenstein.txt 124 884 vogelmotiven 1
11 sample-data/web/de/wildenstein.txt 125 610 sowie 5
11 sample-data/web/de/wildenstein.txt 126 16 einem 1
11 sample-data/web/de/wildenstein.txt 127 885 bilderzyklus 2
11 sample-data/web/de/wildenstein.txt 128 20 die 6
11 sample-data/web/de/wildenstein.txt 129 886 komplette 7
11 sample-data/web/de/wildenstein.txt 130 887 sigenotsage 7
12 sample-data/web/en/.DS_Store 0 888 bud 0
12 sample-data/web/en/.DS_Store 1 889 tilocblob 4
12 sample-data/web/en/.DS_Store 2 889 tilocblob 4
12 sample-data/web/en/.DS_Store 3 889 tilocblob 4
12 sample-data/web/en/.DS_Store 4 889 tilocblob 4
12 sample-data/web/en/.DS_Store 5 889 tilocblob 4
12 sample-data/web/en/.DS_Store 6 889 tilocblob 4
12 sample-data/web/en/.DS_Store 7 889 tilocblob 4
12 sample-data/web/en/.DS_Store 8 889 tilocblob 4
12 sample-data/web/en/.DS_Store 9 889 tilocblob 4
12 sample-data/web/en/.DS_Store 10 889 tilocblob 4
12 sample-data/web/en/.DS_Store 11 889 tilocblob 4
12 sample-data/web/en/.DS_Store 12 889 tilocblob 4
12 sample-data/web/en/.DS_Store 13 890 dsdb 3
13 sample-data/web/en/elizabeth_needham.txt 0 891 elizabeth 0
13 sample-data/web/en/elizabeth_needham.txt 1 892 needham 8
13 sample-data/web/en/elizabeth_needham.txt 2 893 died 2
13 sample-data/web/en/elizabeth_needham.txt 3 894 mother 8
13 sample-data/web/en/elizabeth_needham.txt 4 892 needham 8
13 sample-data/web/en/elizabeth_needham.txt 5 895 english 8
13 sample-data/web/en/elizabeth_needham.txt 6 896 procuress 5
13 sample-data/web/en/elizabeth_needham.txt 7 897 brothel 0
13 sample-data/web/en/elizabeth_needham.txt 8 898 keeper 6
13 sample-data/web/en/elizabeth_needham.txt 9 899 century 7
13 sample-data/web/en/elizabeth_needham.txt 10 900 london 4
13 sample-data/web/en/elizabeth_needham.txt 11 901 identified 4
13 sample-data/web/en/elizabeth_needham.txt 12 902 bawd 9
13 sample-data/web/en/elizabeth_needham.txt 13 903 greeting 4
13 sample-data/web/en/elizabeth_needham.txt 14 904 moll 8
13 sample-data/web/en/elizabeth_needham.txt 15 905 hackabout 7
13 sample-data/web/en/elizabeth_needham.txt 16 906 plate 4
13 sample-data/web/en/elizabeth_needham.txt 17 25 william 8
13 sample-data/web/en/elizabeth_needham.txt 18 907 hogarth 4
13 sample-data/web/en/elizabeth_needham.txt 19 908 series 4
13 sample-data/web/en/elizabeth_needham.txt 20 909 satirical 4
13 sample-data/web/en/elizabeth_needham.txt 21 910 etchings 7
13 sample-data/web/en/elizabeth_needham.txt 22 911 harlot 7
13 sample-data/web/en/elizabeth_needham.txt 23 912 progress 4
13 sample-data/web/en/elizabeth_needham.txt 24 892 needham 8
13 sample-data/web/en/elizabeth_needham.txt 25 913 notorious 4
13 sample-data/web/en/elizabeth_needham.txt 26 900 london 4
13 sample-data/web/en/elizabeth_needham.txt 27 914 time 4
13 sample-data/web/en/elizabeth_needham.txt 28 915 recorded 7
13 sample-data/web/en/elizabeth_needham.txt 29 916 life 7
13 sample-data/web/en/elizabeth_needham.txt 30 917 genuine 3
13 sample-data/web/en/elizabeth_needham.txt 31 918 portraits 1
13 sample-data/web/en/elizabeth_needham.txt 32 919 survive 8
13 sample-data/web/en/elizabeth_needham.txt 33 920 house 0
13 sample-data/web/en/elizabeth_needham.txt 34 921 exclusive 3
13 sample-data/web/en/elizabeth_needham.txt 35 900 london 4
13 sample-data/web/en/elizabeth_needham.txt 36 922 customers 0
13 sample-data/web/en/elizabeth_needham.txt 37 923 highest 8
13 sample-data/web/en/elizabeth_needham.txt 38 924 strata 7
13 sample-data/web/en/elizabeth_needham.txt 39 925 fashionable 7
13 sample-data/web/en/elizabeth_needham.txt 40 926 society 9
13 sample-data/web/en/elizabeth_needham.txt 41 927 eventually 4
13 sample-data/web/en/elizabeth_needham.txt 42 928 crossed 8
13 sample-data/web/en/elizabeth_needham.txt 43 929 moral 3
13 sample-data/web/en/elizabeth_needham.txt 44 930 reformers 1
13 sample-data/web/en/elizabeth_needham.txt 45 931 day 3
13 sample-data/web/en/elizabeth_needham.txt 46 893 died 2
13 sample-data/web/en/elizabeth_needham.txt 47 932 result 0
13 sample-data/web/en/elizabeth_needham.txt 48 933 severe 5
13 sample-data/web/en/elizabeth_needham.txt 49 934 treatment 9
13 sample-data/web/en/elizabeth_needham.txt 50 935 received 8
13 sample-data/web/en/elizabeth_needham.txt 51 936 sentenced 1
13 sample-data/web/en/elizabeth_needham.txt 52 236 stand 9
13 sample-data/web/en/elizabeth_needham.txt 53 937 pillory 3
14 sample-data/web/en/equipartition_theorem.txt 0 938 equipartition 4
14 sample-data/web/en/equipartition_theorem.txt 1 939 theorem 4
14 sample-data/web/en/equipartition_theorem.txt 2 940 formula 4
14 sample-data/web/en/equipartition_theorem.txt 3 941 statistical 0
14 sample-data/web/en/equipartition_theorem.txt 4 942 mechanics 4
14 sample-data/web/en/equipartition_theorem.txt 5 943 relates 5
14 sample-data/web/en/equipartition_theorem.txt 6 944 temperature 4
14 sample-data/web/en/equipartition_theorem.txt 7 945 system 4
14 sample-data/web/en/equipartition_theorem.txt 8 946 average 4
14 sample-data/web/en/equipartition_theorem.txt 9 947 energies 4
14 sample-data/web/en/equipartition_theorem.txt 10 948 original 7
14 sample-data/web/en/equipartition_theorem.txt 11 949 idea 7
14 sample-data/web/en/equipartition_theorem.txt 12 938 equipartition 4
14 sample-data/web/en/equipartition_theorem.txt 13 950 thermal 4
14 sample-data/web/en/equipartition_theorem.txt 14 951 equilibrium 4
14 sample-data/web/en/equipartition_theorem.txt 15 952 energy 4
14 sample-data/web/en/equipartition_theorem.txt 16 953 shared 4
14 sample-data/web/en/equipartition_theorem.txt 17 954 equally 4
14 sample-data/web/en/equipartition_theorem.txt 18 955 forms 4
14 sample-data/web/en/equipartition_theorem.txt 19 946 average 4
14 sample-data/web/en/equipartition_theorem.txt 20 956 kinetic 4
14 sample-data/web/en/equipartition_theorem.txt 21 952 energy 4
14 sample-data/web/en/equipartition_theorem.txt 22 957 translational 4
14 sample-data/web/en/equipartition_theorem.txt 23 958 motion 4
14 sample-data/web/en/equipartition_theorem.txt 24 959 molecule 4
14 sample-data/web/en/equipartition_theorem.txt 25 960 equal 7
14 sample-data/web/en/equipartition_theorem.txt 26 946 average 4
14 sample-data/web/en/equipartition_theorem.txt 27 956 kinetic 4
14 sample-data/web/en/equipartition_theorem.txt 28 952 energy 4
14 sample-data/web/en/equipartition_theorem.txt 29 961 rotational 6
14 sample-data/web/en/equipartition_theorem.txt 30 958 motion 4
14 sample-data/web/en/equipartition_theorem.txt 31 962 virial 6
14 sample-data/web/en/equipartition_theorem.txt 32 939 theorem 4
14 sample-data/web/en/equipartition_theorem.txt 33 938 equipartition 4
14 sample-data/web/en/equipartition_theorem.txt 34 939 theorem 4
14 sample-data/web/en/equipartition_theorem.txt 35 963 total 1
14 sample-data/web/en/equipartition_theorem.txt 36 946 average 4
14 sample-data/web/en/equipartition_theorem.txt 37 956 kinetic 4
14 sample-data/web/en/equipartition_theorem.txt 38 964 potential 4
14 sample-data/web/en/equipartition_theorem.txt 39 947 energies 4
14 sample-data/web/en/equipartition_theorem.txt 40 945 system 4
14 sample-data/web/en/equipartition_theorem.txt 41 944 temperature 4
14 sample-data/web/en/equipartition_theorem.txt 42 945 system 4
14 sample-data/web/en/equipartition_theorem.txt 43 965 heat 4
14 sample-data/web/en/equipartition_theorem.txt 44 966 capacity 4
14 sample-data/web/en/equipartition_theorem.txt 45 967 computed 4
14 sample-data/web/en/equipartition_theorem.txt 46 938 equipartition 4
14 sample-data/web/en/equipartition_theorem.txt 47 946 average 4
14 sample-data/web/en/equipartition_theorem.txt 48 968 values 0
14 sample-data/web/en/equipartition_theorem.txt 49 969 individual 4
14 sample-data/web/en/equipartition_theorem.txt 50 970 components 9
14 sample-data/web/en/equipartition_theorem.txt 51 952 energy 4
14 sample-data/web/en/equipartition_theorem.txt 52 971 applied 7
14 sample-data/web/en/equipartition_theorem.txt 53 972 classical 4
14 sample-data/web/en/equipartition_theorem.txt 54 945 system 4
14 sample-data/web/en/equipartition_theorem.txt 55 950 thermal 4
14 sample-data/web/en/equipartition_theorem.txt 56 951 equilibrium 4
14 sample-data/web/en/equipartition_theorem.txt 57 973 matter 9
14 sample-data/web/en/equipartition_theorem.txt 58 974 complicated 3
14 sample-data/web/en/equipartition_theorem.txt 59 938 equipartition 4
14 sample-data/web/en/equipartition_theorem.txt 60 939 theorem 4
14 sample-data/web/en/equipartition_theorem.txt 61 975 derive 4
14 sample-data/web/en/equipartition_theorem.txt 62 972 classical 4
14 sample-data/web/en/equipartition_theorem.txt 63 976 ideal 0
14 sample-data/web/en/equipartition_theorem.txt 64 977 gas 4
14 sample-data/web/en/equipartition_theorem.txt 65 978 law 7
14 sample-data/web/en/equipartition_theorem.txt 66 979 dulong 4
14 sample-data/web/en/equipartition_theorem.txt 67 980 petit 4
14 sample-data/web/en/equipartition_theorem.txt 68 978 law 7
14 sample-data/web/en/equipartition_theorem.txt 69 981 specific 4
14 sample-data/web/en/equipartition_theorem.txt 70 965 heat 4
14 sample-data/web/en/equipartition_theorem.txt 71 982 capacities 7
14 sample-data/web/en/equipartition_theorem.txt 72 983 solids 1
14 sample-data/web/en/equipartition_theorem.txt 73 984 predict 4
14 sample-data/web/en/equipartition_theorem.txt 74 985 properties 4
14 sample-data/web/en/equipartition_theorem.txt 75 986 stars 4
14 sample-data/web/en/equipartition_theorem.txt 76 987 white 5
14 sample-data/web/en/equipartition_theorem.txt 77 988 dwarfs 4
14 sample-data/web/en/equipartition_theorem.txt 78 989 neutron 4
14 sample-data/web/en/equipartition_theorem.txt 79 986 stars 4
14 sample-data/web/en/equipartition_theorem.txt 80 990 holds 8
14 sample-data/web/en/equipartition_theorem.txt 81 991 relativistic 7
14 sample-data/web/en/equipartition_theorem.txt 82 992 effects 4
14 sample-data/web/en/equipartition_theorem.txt 83 993 considered 4
14 sample-data/web/en/equipartition_theorem.txt 84 938 equipartition 4
14 sample-data/web/en/equipartition_theorem.txt 85 939 theorem 4
14 sample-data/web/en/equipartition_theorem.txt 86 994 makes 3
14 sample-data/web/en/equipartition_theorem.txt 87 995 accurate 0
14 sample-data/web/en/equipartition_theorem.txt 88 996 predictions 4
14 sample-data/web/en/equipartition_theorem.txt 89 997 conditions 4
14 sample-data/web/en/equipartition_theorem.txt 90 998 inaccurate 9
14 sample-data/web/en/equipartition_theorem.txt 91 999 quantum 4
14 sample-data/web/en/equipartition_theorem.txt 92 992 effects 4
14 sample-data/web/en/equipartition_theorem.txt 93 1000 significant 2
14 sample-data/web/en/equipartition_theorem.txt 94 1001 low 4
14 sample-data/web/en/equipartition_theorem.txt 95 1002 temperatures 2
15 sample-data/web/en/gunnhild.txt 0 1003 gunnhild 7
15 sample-data/web/en/gunnhild.txt 1 1004 konungam 7
15 sample-data/web/en/gunnhild.txt 2 1005 ir 4
15 sample-data/web/en/gunnhild.txt 3 894 mother 8
15 sample-data/web/en/gunnhild.txt 4 1006 kings 8
15 sample-data/web/en/gunnhild.txt 5 1003 gunnhild 7
15 sample-data/web/en/gunnhild.txt 6 1007 gormsd 8
15 sample-data/web/en/gunnhild.txt 7 1008 ttir 8
15 sample-data/web/en/gunnhild.txt 8 1009 wife 7
15 sample-data/web/en/gunnhild.txt 9 1010 erik 7
15 sample-data/web/en/gunnhild.txt 10 1011 bloodaxe 7
15 sample-data/web/en/gunnhild.txt 11 1012 king 7
15 sample-data/web/en/gunnhild.txt 12 1013 norway 7
15 sample-data/web/en/gunnhild.txt 13 1012 king 7
15 sample-data/web/en/gunnhild.txt 14 1014 orkney 7
15 sample-data/web/en/gunnhild.txt 15 1012 king 7
15 sample-data/web/en/gunnhild.txt 16 1015 rv 4
15 sample-data/web/en/gunnhild.txt 17 1003 gunnhild 7
15 sample-data/web/en/gunnhild.txt 18 1016 prominent 7
15 sample-data/web/en/gunnhild.txt 19 1017 figure 7
15 sample-data/web/en/gunnhild.txt 20 1018 norse 3
15 sample-data/web/en/gunnhild.txt 21 1019 sagas 7
15 sample-data/web/en/gunnhild.txt 22 1020 including 7
15 sample-data/web/en/gunnhild.txt 23 1021 fagrskinna 7
15 sample-data/web/en/gunnhild.txt 24 1022 egil 7
15 sample-data/web/en/gunnhild.txt 25 1023 saga 0
15 sample-data/web/en/gunnhild.txt 26 1024 njal 7
15 sample-data/web/en/gunnhild.txt 27 1023 saga 0
15 sample-data/web/en/gunnhild.txt 28 1025 heimskringla 3
15 sample-data/web/en/gunnhild.txt 29 1026 details 7
15 sample-data/web/en/gunnhild.txt 30 916 life 7
15 sample-data/web/en/gunnhild.txt 31 1027 disputed 7
15 sample-data/web/en/gunnhild.txt 32 1020 including 7
15 sample-data/web/en/gunnhild.txt 33 1028 parentage 4
15 sample-data/web/en/gunnhild.txt 34 1003 gunnhild 7
15 sample-data/web/en/gunnhild.txt 35 1029 lived 7
15 sample-data/web/en/gunnhild.txt 36 914 time 4
15 sample-data/web/en/gunnhild.txt 37 1030 great 0
15 sample-data/web/en/gunnhild.txt 38 1031 change 0
15 sample-data/web/en/gunnhild.txt 39 1013 norway 7
15 sample-data/web/en/gunnhild.txt 40 1032 father 1
15 sample-data/web/en/gunnhild.txt 41 978 law 7
15 sample-data/web/en/gunnhild.txt 42 1033 harald 8
15 sample-data/web/en/gunnhild.txt 43 1034 fairhair 8
15 sample-data/web/en/gunnhild.txt 44 1035 recently 4
15 sample-data/web/en/gunnhild.txt 45 1036 united 3
15 sample-data/web/en/gunnhild.txt 46 1013 norway 7
15 sample-data/web/en/gunnhild.txt 47 1037 rule 8
15 sample-data/web/en/gunnhild.txt 48 1038 shortly 6
15 sample-data/web/en/gunnhild.txt 49 1039 death 2
15 sample-data/web/en/gunnhild.txt 50 1003 gunnhild 7
15 sample-data/web/en/gunnhild.txt 51 1040 husband 7
15 sample-data/web/en/gunnhild.txt 52 1041 overthrown 0
15 sample-data/web/en/gunnhild.txt 53 1042 exiled 7
15 sample-data/web/en/gunnhild.txt 54 1043 spent 7
15 sample-data/web/en/gunnhild.txt 55 1044 rest 8
15 sample-data/web/en/gunnhild.txt 56 916 life 7
15 sample-data/web/en/gunnhild.txt 57 1045 exile 8
15 sample-data/web/en/gunnhild.txt 58 1014 orkney 7
15 sample-data/web/en/gunnhild.txt 59 1046 jorvik 7
15 sample-data/web/en/gunnhild.txt 60 1047 denmark 8
